# ===========================================================================
#
#                            PUBLIC DOMAIN NOTICE
#               National Center for Biotechnology Information
#
#  This software/database is a "United States Government Work" under the
#  terms of the United States Copyright Act.  It was written as part of
#  the author's official duties as a United States Government employee and
#  thus cannot be copyrighted.  This software/database is freely available
#  to the public for use. The National Library of Medicine and the U.S.
#  Government have not placed any restriction on its use or reproduction.
#
#  Although all reasonable efforts have been taken to ensure the accuracy
#  and reliability of the software and data, the NLM and the U.S.
#  Government do not and cannot warrant the performance or results that
#  may be obtained by using this software or data. The NLM and the U.S.
#  Government disclaim all warranties, express or implied, including
#  warranties of performance, merchantability or fitness for any particular
#  purpose.
#
#  For daily update, we screen the search results of this PubMed query:
#  "coronavirus"[All Fields] OR "ncov"[All Fields] OR "cov"[All Fields] OR
#  "2019-nCoV"[All Fields] OR "COVID-19"[All Fields] OR "SARS-CoV-2"[All Fields].
#  Relevant articles are identified and curated with assistance from an automated
#  machine-learning and text-classification algorithm.
#
#  Please cite the authors in any work or product based on this material :
#
#  Chen Q, Allot A, & Lu Z. (2020) Keep up with the latest coronavirus research, Nature 579:193
#
# ==========================================================================
pmid	title	journal
32278889	First COVID-19 suicide case in Bangladesh due to fear of COVID-19 and xenophobia: Possible suicide prevention strategies.	Asian J Psychiatr
32278879	Testing for COVID-19 in lung cancer patients.	Ann Oncol
32278878	French Sarcoma Group proposals for management of sarcoma patients during the COVID-19 outbreak.	Ann Oncol
32278865	Health-Related Quality of Life in Common Variable Immunodeficiency Italian Patients Switched to Remote Assistance During the COVID-19 Pandemic.	J Allergy Clin Immunol Pract
32278860	Immunosuppression during the COVID-19 pandemic in neuromyelitis optica spectrum disorders patients: A new challenge.	Mult Scler Relat Disord
32278811	Drug repositioning is an alternative for the treatment of coronavirus COVID-19.	Int J Antimicrob Agents
32278800	Sexual transmission of severe acute respiratory syndrome coronavirus 2 (SARS-CoV-2): A new possible route of infection?	J Am Acad Dermatol
32278797	The use of Janus kinase inhibitors in the time of SARS-CoV-2.	J Am Acad Dermatol
32278795	Creating Dermatology Guidelines for Covid-19: The Pitfalls of Applying Evidence Based Medicine to an Emerging Infectious Disease.	J Am Acad Dermatol
32278766	Fighting against COVID-19: Innovative strategies for clinical pharmacists.	Res Social Adm Pharm
32278764	COVID-19 and diabetes: Knowledge in progress.	Diabetes Res Clin Pract
32278758	A cross-sectional comparison of epidemiological and clinical features of patients with coronavirus disease (COVID-19) in Wuhan and outside Wuhan, China.	Travel Med Infect Dis
32278757	COVID-19: Travel health and the implications for sub -Saharan Africa.	Travel Med Infect Dis
32278756	COVID-19 and dengue fever: A dangerous combination for the health system in Brazil.	Travel Med Infect Dis
32278755	COVID-19 Guidance for Triage of Operations for Thoracic Malignancies: A Consensus Statement from Thoracic Surgery Outcomes Research Network.	Ann Thorac Surg
32278745	COVID-19, Mental Health and Aging: A Need for New Knowledge to Bridge Science and Service.	Am J Geriatr Psychiatry
32278730	Ongoing Lessons During the COVID-19 Pandemic.	J Am Coll Surg
32278729	Surgical Response to COVID-19 Pandemic: A Singapore Perspective.	J Am Coll Surg
32278728	Ethics in the Time of Coronavirus: Recommendations in the COVID-19 Pandemic.	J Am Coll Surg
32278727	Ethical Rationing of Personal Protective Equipment to Minimize Moral Residue During the COVID-19 Pandemic.	J Am Coll Surg
32278726	Rapid Response of an Academic Surgical Department to the COVID-19 Pandemic: Implications for Patients, Surgeons, and the Community.	J Am Coll Surg
32278725	Medically Necessary, Time-Sensitive Procedures: Scoring System to Ethically and Efficiently Manage Resource Scarcity and Provider Risk During the COVID-19 Pandemic.	J Am Coll Surg
32278716	The Restructuring of Structural Heart Disease Practice During The Covid-19 Pandemic.	J Am Coll Cardiol
32278704	Body Temperature Measurement to Prevent Pandemic COVID-19 in Hospitals in Taiwan: Repeated Measurement is Necessary.	J Hosp Infect
32278703	Preventing the Transmission of COVID-19 Amongst Healthcare Workers.	J Hosp Infect
32278701	Knowledge, attitude and practice regarding COVID-19 among health care workers in Henan, China.	J Hosp Infect
32278694	Physical activity for immunity protection: Inoculating populations with healthy living medicine in preparation for the next pandemic.	Prog Cardiovasc Dis
32278693	In silico studies on therapeutic agents for COVID-19: Drug repurposing approach.	Life Sci
32278670	SARS-CoV-2 in Spanish Intensive Care Units: Early experience with 15-day survival in Vitoria.	Anaesth Crit Care Pain Med
32278619	The novel coronavirus (2019-nCoV) in pregnancy: What we need to know.	Eur J Obstet Gynecol Reprod Biol
32278616	Recommendations on management of the SARS-CoV-2 coronavirus pandemic (Covid-19) in kidney transplant patients.	Nefrologia
32278585	Favorable changes of CT findings in a patient with COVID-19 pneumonia after treatment with tocilizumab.	Diagn Interv Imaging
32278546	Virtual Interviews in the Era of COVID-19: A Primer for Applicants.	J Surg Educ
32278542	Correspondence from Northern Italy about our experience with COVID-19.	J Pediatr Surg
32278505	[Hand hygiene and facemasks against COVID-19: Should we consider alternate strategies?]	J Fr Ophtalmol
32278470	Upper airway symptoms in coronavirus disease 2019 (COVID-19).	Am J Otolaryngol
32278467	[COVID-19 and people followed for breast cancer: French guidelines for clinical practice of Nice-St Paul de Vence, in collaboration with the College Nationale des Gynecologues et Obstetriciens Francais (CNGOF), the Societe d'Imagerie de la Femme (SIFEM), the Societe Francaise de Chirurgie Oncologique (SFCO), the Societe Francaise de Senologie et Pathologie Mammaire (SFSPM) and the French Breast Cancer Intergroup-UNICANCER (UCBG)].	Bull Cancer
32278374	Virtual health care in the era of COVID-19.	Lancet
32278373	Regulators split on antimalarials for COVID-19.	Lancet
32278372	Offline: COVID-19-bewilderment and candour.	Lancet
32278371	Centring sexual and reproductive health and justice in the global COVID-19 response.	Lancet
32278370	The gendered dimensions of COVID-19.	Lancet
32278369	Palliative care and the COVID-19 pandemic.	Lancet
32278368	Challenges in lung cancer therapy during the COVID-19 pandemic.	Lancet Respir Med
32278367	COVID-19: Respiratory support outside the intensive care unit.	Lancet Respir Med
32278366	COVID-19 in long-term liver transplant patients: preliminary experience from an Italian transplant centre in Lombardy.	Lancet Gastroenterol Hepatol
32278365	Delayed access or provision of care in Italy resulting from fear of COVID-19.	Lancet Child Adolesc Health
32278364	COVID-19 and risks to the supply and quality of tests, drugs, and vaccines.	Lancet Glob Health
32278362	Trials of anti-tumour necrosis factor therapy for COVID-19 are urgently needed.	Lancet
32278361	Attention should be paid to venous thromboembolism prophylaxis in the management of COVID-19.	Lancet Haematol
32278360	A Spanish-translated clinical algorithm for management of suspected SARS-CoV-2 infection in pregnant women.	Lancet Infect Dis
32278338	Exploring possible mechanisms for COVID-19 induced thrombocytopenia: Unanswered questions.	J Thromb Haemost
32278300	Challenges of SARS-CoV-2 and lessons learnt from SARS in Guangdong Province, China.	J Clin Virol
32278298	COVID-19 and telemedicine: Immediate action required for maintaining healthcare providers well-being.	J Clin Virol
32278175	COVID-19: A promising cure for the global panic.	Sci Total Environ
32278168	Practical insights for paediatric otolaryngology surgical cases and performing microlaryngobronchoscopy during the COVID-19 pandemic.	Int J Pediatr Otorhinolaryngol
32278147	Mathematical model of infection kinetics and its analysis for COVID-19, SARS and MERS.	Infect Genet Evol
32278111	CORONA-steps for tracheotomy in COVID-19 patients: A staff-safe method for airway management.	Oral Oncol
32278097	The Role and Response of Palliative Care and Hospice Services in Epidemics and Pandemics: A Rapid Review to Inform Practice During the COVID-19 Pandemic.	J Pain Symptom Manage
32278082	Challenges and issues about organising a hospital to respond to the COVID-19 outbreak: experience from a French reference centre.	Clin Microbiol Infect
32278081	Association of COVID-19 with pregnancy outcomes in health-care workers and general women.	Clin Microbiol Infect
32278074	Emergency response to the outbreak of COVID-19: the Korean case.	Microbes Infect
32278065	Diarrhea during COVID-19 infection: pathogenesis, epidemiology, prevention and management.	Clin Gastroenterol Hepatol
32278018	Cardiovascular risks of hydroxychloroquine in treatment and prophylaxis of COVID-19 patients: A scientific statement from the Indian Heart Rhythm Society.	Indian Pacing Electrophysiol J
32278005	Non-alcoholic fatty liver diseases in patients with COVID-19: A retrospective study.	J Hepatol
32277997	A tale of two pandemics: How will COVID-19 and global trends in physical inactivity and sedentary behavior affect one another?	Prog Cardiovasc Dis
32277972	Strategic dermatology clinical operations during the coronavirus disease 2019 (COVID-19) pandemic.	J Am Acad Dermatol
32277970	Strategies to trace back the origin of COVID-19.	J Infect
32277969	The role of phylogenetic analysis in clarifying the infection source of a COVID-19 patient.	J Infect
32277968	Clinical and CT imaging features of 2019 novel coronavirus disease (COVID-19).	J Infect
32277967	Serum Amyloid A is a biomarker of severe Coronavirus Disease and poor prognosis.	J Infect
32277966	Characteristics of deaths amongst health workers in China during the outbreak of COVID-19 infection.	J Infect
32277965	Disinfection of N95 respirators by ionized hydrogen peroxide during pandemic coronavirus disease 2019 (COVID-19) due to SARS-CoV-2.	J Hosp Infect
32277964	Sterilization of disposable face masks by means of standardized dry and steam sterilization processes; an alternative in the fight against mask shortages due to COVID-19.	J Hosp Infect
32277963	Super-spreading events and contribution to transmission of MERS, SARS, and COVID-19.	J Hosp Infect
32277907	Recommendations from national regulatory agencies for ongoing cancer trials during the COVID-19 pandemic.	Lancet Oncol
32277878	First-wave COVID-19 transmissibility and severity in China outside Hubei after control measures, and second-wave scenario planning: a modelling impact assessment.	Lancet
32277877	Localising an asset-based COVID-19 response in Ecuador.	Lancet
32277876	Beware of the second wave of COVID-19.	Lancet
32277874	Alcohol use and misuse during the COVID-19 pandemic: a potential public health crisis?	Lancet Public Health
32277870	Tuberculosis and HIV responses threatened by COVID-19.	Lancet HIV
32277869	Respiratory health in athletes: facing the COVID-19 challenge.	Lancet Respir Med
32277845	Classification system and case definition for SARS-CoV-2 infection in pregnant women, fetuses, and neonates.	Acta Obstet Gynecol Scand
32277836	Benign COVID-19 in an immunocompromised cancer patient - the case of a married couple.	Swiss Med Wkly
32277779	Telehealth Policies Impacting Federally Qualified Health Centers (FQHCs)in Face of COVID-19.	J Rural Health
32277777	Using Telehealth as a Tool for Rural Hospitals in the COVID-19 Pandemic Response.	J Rural Health
32277775	Caring for Miners During the Coronavirus Disease-2019 (COVID-19) Pandemic.	J Rural Health
32277774	Introducing the Percent, Number, Availability, and Capacity [PNAC] Spatial Approach to Identify Priority Rural Areas Requiring Targeted Health Support in Light of COVID-19: A Commentary and Application.	J Rural Health
32277773	An Emergency Amendment to the National Scope of Practice for Paramedics in the Setting of a Global Pandemic.	J Rural Health
32277770	COVID-19: its impact on dental schools in Italy, clinical problems in endodontic therapy and general considerations.	Int Endod J
32277763	Practical Guidance for Managing EMG Requests and Testing during the COVID-19 Pandemic.	Muscle Nerve
32277760	Thromboprophylaxis and laboratory monitoring for in-hospital patients with COVID-19 - a Swiss consensus statement by the Working Party Hemostasis.	Swiss Med Wkly
32277759	Cluster of coronavirus disease 2019 (Covid-19) in the French Alps, 2020.	Clin Infect Dis
32277757	Letter: Strategies for Prevention and Control of 2019 Novel Coronavirus Infection Among Medical Staff.	Neurosurgery
32277754	Letter: Academic Neurosurgery Department Response to COVID-19 Pandemic: The University of Miami/Jackson Memorial Hospital Model.	Neurosurgery
32277751	Presentation of new onset anosmia during the COVID-19 pandemic.	Rhinology
32277747	A Low-cost Solution for Retro-fitment of HEPA Filter in Healthcare Facilities Providing Care to COVID-19 Patients.	Indian Pediatr
32277746	Fecal Shedding of SARS CoV-2: Implications for Disease Spread and Quarantine.	Indian Pediatr
32277733	Summarizing societal guidelines regarding bronchoscopy during the COVID-19 pandemic.	Respirology
32277732	A Primary Care Response to COVID-19 for Patients with an Opioid Use Disorder.	J Rural Health
32277731	COVID-19 During the Opioid Epidemic - Exacerbation of Stigma and Vulnerabilities.	J Rural Health
32277729	Telemedicine: Has the Time Really Finally Arrived?	J Rural Health
32277726	COVID-19: How Can Rural Community Pharmacies Respond to the Outbreak?	J Rural Health
32277694	Case Report: Death Due to Novel Coronavirus Disease (COVID-19) in Three Brothers.	Am J Trop Med Hyg
32277598	Going Virtual to Support Anatomy Education: A STOPGAP in the Midst of the Covid-19 Pandemic.	Anat Sci Educ
32277591	Fatal outcome in a liver transplant recipient with COVID-19.	Am J Transplant
32277578	The COVID-19 pandemic and mental health impacts.	Int J Ment Health Nurs
32277555	Novel Coronavirus (SARS-CoV-2) Infection in A Renal Transplant Recipient: Case Report.	Am J Transplant
32277533	Emergency measures for acute oral mucosa diseases during the outbreak of COVID-19.	Oral Dis
32277530	COVID-19 and SARS: Differences and similarities.	Dermatol Ther
32277490	SARS-CoV2 (COVID-19) infection: is fetal surgery in times of national disasters reasonable?	Prenat Diagn
32277486	Testing for coverage from personal protective equipment.	Anaesthesia
32277483	Os direitos humanos das criancas com deficiencia durante emergencias de saude: o desafio do COVID-19.	Dev Med Child Neurol
32277475	Staying in a Burning House: Perks and Perils of a Hotline in the Times of COVID-19.	J Am Geriatr Soc
32277470	Breaking Social Isolation Amidst COVID-19: A Viewpoint on Improving Access to Technology in Long-Term Care Facilities.	J Am Geriatr Soc
32277467	Collaborative Delirium Prevention in the Age of COVID-19.	J Am Geriatr Soc
32277463	The COVID-19 Pandemic: Experiences of a Geriatrician-Hospitalist Caring for Older Adults.	J Am Geriatr Soc
32277423	First considerations on the SARS-CoV-2 epidemic in the Dialysis Units of Piedmont and Aosta Valley, Northern Italy.	J Nephrol
32277408	First case of COVID-19 complicated with fulminant myocarditis: a case report and insights.	Infection
32277387	Management of COVID-19 in patients after liver transplantation: Beijing working party for liver transplantation.	Hepatol Int
32277386	"Fast, faster, and fastest: science on the run during COVID-19 drama"-"do not forget the liver".	Hepatol Int
32277379	May we deliver neuro-oncology in difficult times (e.g. COVID-19)?	J Neurooncol
32277378	Experiences of practicing surgical neuro-oncology during the COVID-19 pandemic.	J Neurooncol
32277367	Rheumatologists' perspective on coronavirus disease 19 (COVID-19) and potential therapeutic targets.	Clin Rheumatol
32277366	Learnings for Health Economics from the Early Stages of the COVID-19 Pandemic.	Pharmacoecon Open
32277351	Managing Cutaneous Immune-Mediated Diseases During the COVID-19 Pandemic.	Am J Clin Dermatol
32277299	Perspective: cardiovascular disease and the Covid-19 pandemic.	Basic Res Cardiol
32277272	How to Handle a COVID-19 Patient in the Angiographic Suite.	Cardiovasc Intervent Radiol
32277247	Coronavirus disease 2019 (COVID-19): we don't leave women alone.	Int J Public Health
32277236	Urgent Considerations for the Neuro-oncologic Treatment of Patients with Gliomas During the COVID-19 Pandemic.	Neuro Oncol
32277235	My Future in Medicine: How COVID-19 is Inspiring the Next Generation of Infectious Disease Specialists.	J Infect Dis
32277203	Dentistry and coronavirus (COVID-19) - moral decision-making.	Br Dent J
32277180	Coronavirus and analgesics.	Br Dent J
32277179	Toothbrushing against coronavirus.	Br Dent J
32277171	For Ebola in the Democratic Republic of the Congo, the end will have to wait.	Nature
32277169	Coronavirus diaries: hello from home.	Nature
32277162	Perinatal aspects on the covid-19 pandemic: a practical resource for perinatal-neonatal specialists.	J Perinatol
32277065	Halting coronavirus polymerase.	J Biol Chem
32277040	Structure of the RNA-dependent RNA polymerase from COVID-19 virus.	Science
32277023	A method to prevent SARS-CoV-2 IgM false positives in gold immunochromatography and enzyme-linked immunosorbent assays.	J Clin Microbiol
32277022	Clinical evaluation of the cobas SARS-CoV-2 test and a diagnostic platform switch during 48 hours in the midst of the COVID-19 pandemic.	J Clin Microbiol
32277021	Allocation of scarce resources during the COVID-19 pandemic: a Jewish ethical perspective.	J Med Ethics
32277018	Whose life to save? Scarce resources allocation in the COVID-19 outbreak.	J Med Ethics
32276930	Cancer Care Goes Virtual in Response to COVID-19.	Cancer Discov
32276929	TMPRSS2 and COVID-19: Serendipity or Opportunity for Intervention?	Cancer Discov
32276849	Evacuation of quarantine-qualified nationals from Wuhan for COVID-19 outbreak - Taiwan experience.	J Microbiol Immunol Infect
32276848	Prolonged viral shedding in feces of pediatric patients with coronavirus disease 2019.	J Microbiol Immunol Infect
32276846	Challenges in paediatric inflammatory bowel diseases in the COVID-19 time.	Dig Liver Dis
32276799	Nutrition support in the time of SARS-CoV-2 (COVID-19).	Nutrition
32276778	Caring for the carers: Ensuring the provision of quality maternity care during a global pandemic.	Women Birth
32276774	SARS-CoV-2 inflames the heart. The importance of awareness of myocardial injury in COVID-19 patients.	Int J Cardiol
32276773	Commentary: What is the relationship between Covid-19 and cardiovascular disease?	Int J Cardiol
32276755	Infection Control against COVID-19 in Departments of Radiology.	Acad Radiol
32276754	CT Manifestation of COVID-19 Pneumonia; Role of Multiplanar Imaging.	Acad Radiol
32276732	Hearing loss and COVID-19: A note.	Am J Otolaryngol
32276721	Ethical practice during the COVID-19 pandemic.	J Am Dent Assoc
32276673	Pediatric Dentistry During and After COVID-19.	Pediatr Dent
32276598	Using echocardiography to guide the treatment of novel coronavirus pneumonia.	Crit Care
32276501	Spatio-Temporal Patterns of the 2019-nCoV Epidemic at the County Level in Hubei Province, China.	Int J Environ Res Public Health
32276453	Exploring the Relevance of Senotherapeutics for the Current SARS-CoV-2 Emergency and Similar Future Global Health Threats.	Cells
32276333	Development of a Novel, Genome Subtraction-Derived, SARS-CoV-2-Specific COVID-19-nsp2 Real-Time RT-PCR Assay and Its Evaluation Using Clinical Specimens.	Int J Mol Sci
32276298	The effect of quarantine and isolation for COVID-19 in general population and dermatologic treatments.	Dermatol Ther
32276290	COVID-19: A relationship to climate and environmental conditions?	Dermatol Ther
32276282	Protecting Labor and Delivery Personnel from COVID-19 during the Second Stage of Labor.	Am J Perinatol
32276261	Editorial. Neurosurgery in the storm of COVID-19: suggestions from the Lombardy region, Italy (ex malo bonum).	J Neurosurg
32276260	Editorial. Response to COVID-19 in Chinese neurosurgery and beyond.	J Neurosurg
32276259	Introduction. On pandemics: the impact of COVID-19 on the practice of neurosurgery.	J Neurosurg
32276256	Editorial. Early lessons in the management of COVID-19 for the pediatric neurosurgical community from the leadership of the American Society of Pediatric Neurosurgeons.	J Neurosurg Pediatr
32276196	Psychological status of medical workforce during the COVID-19 pandemic: A cross-sectional study.	Psychiatry Res
32276140	Epigenetic dysregulation of ACE2 and interferon-regulated genes might suggest increased COVID-19 susceptibility and severity in lupus patients.	Clin Immunol
32276139	COVID-19 in a patient with long-term use of glucocorticoids: A study of a familial cluster.	Clin Immunol
32276137	Individual risk management strategy and potential therapeutic options for the COVID-19 pandemic.	Clin Immunol
32276116	Rapid and visual detection of 2019 novel coronavirus (SARS-CoV-2) by a reverse transcription loop-mediated isothermal amplification assay.	Clin Microbiol Infect
32276102	Crisis Symptom Management and Patient Communication Protocols Are Important Tools for All Clinicians Responding to COVID-19.	J Pain Symptom Manage
32276101	Conservative Management of COVID-19 Patients-Emergency Palliative Care in Action.	J Pain Symptom Manage
32276099	Rapid De-Escalation and Triaging Patients in Community-Based Palliative Care.	J Pain Symptom Manage
32276097	Which Melbourne Metropolitan Areas Are Vulnerable to COVID-19 Based on Age, Disability, and Access to Health Services? Using Spatial Analysis to Identify Service Gaps and Inform Delivery.	J Pain Symptom Manage
32276095	Symptom Cluster of ICU Nurses Treating COVID-19 Pneumonia Patients in Wuhan, China.	J Pain Symptom Manage
32276093	Palliative Care in the Time of COVID-19: Reflections From the Frontline.	J Pain Symptom Manage
32276051	Development of Reverse Transcription Loop-Mediated Isothermal Amplification Assays Targeting Severe Acute Respiratory Syndrome Coronavirus 2.	J Mol Diagn
32276044	The serostatus approach to fighting COVID-19.	Int J Infect Dis
32276031	COVID-19 and Kidney Failure in the Acute Care Setting: Our Experience From Seattle.	Am J Kidney Dis
32276030	Letter to Editor: Vicarious traumatization in the general public, members, and non-members of medical teams aiding in COVID-19 control.	Brain Behav Immun
32276002	Recommendations on cardiopulmonary resuscitation strategy and procedure for novel coronavirus pneumonia.	Resuscitation
32275978	The Role of Chest Imaging in Patient Management during the COVID-19 Pandemic: A Multinational Consensus Statement from the Fleischner Society.	Chest
32275971	COVID-19 in patients with diabetes: risk factors that increase morbidity.	Metabolism
32275925	Clinical and Imaging features of COVID-19 Patients: Analysis of Data from High-Altitude Areas.	J Infect
32275914	Type 1 interferons as a potential treatment against COVID-19.	Antiviral Res
32275870	Invisible spread of SARS-CoV-2 - Authors' reply.	Lancet Infect Dis
32275869	Making decisions to mitigate COVID-19 with limited knowledge.	Lancet Infect Dis
32275868	Invisible spread of SARS-CoV-2.	Lancet Infect Dis
32275858	COVID-19, school closures, and child poverty: a social crisis in the making.	Lancet Public Health
32275857	The French response to COVID-19: intrinsic difficulties at the interface of science, public health, and policy.	Lancet Public Health
32275856	POCUS in COVID-19: pearls and pitfalls.	Lancet Respir Med
32275855	Structural and Functional Basis of SARS-CoV-2 Entry by Using Human ACE2.	Cell
32275812	Compassionate Use of Remdesivir for Patients with Severe Covid-19.	N Engl J Med
32275805	Clinical and ethical challenges for emergency departments during communicable disease outbreaks: Can lessons from Ebola Virus Disease be applied to the COVID-19 pandemic?	Emerg Med Australas
32275804	Why does Japan have so few cases of COVID-19?	EMBO Mol Med
32275803	COVID-19, School Closings, and Weight Gain.	Obesity (Silver Spring)
32275795	Bolstering the surgical response to COVID-19: how virtual technology will save lives and safeguard surgical practice.	BJU Int
32275792	Global challenges to urology practice during COVID-19 pandemic.	BJU Int
32275784	Telemedicine in Liver Disease and Beyond: Can the COVID-19 Crisis Lead to Action?	Hepatology
32275775	Management of ovarian cancer during the COVID-19 pandemic.	Int J Gynaecol Obstet
32275770	Safety testing improvised COVID-19 personal protective equipment based on a modified full-face snorkel mask.	Anaesthesia
32275766	Point-of-care lung ultrasound in patients with COVID-19 - a narrative review.	Anaesthesia
32275753	Plasminogen improves lung lesions and hypoxemia in patients with COVID-19.	QJM
32275742	COVID-19 Autopsies, Oklahoma, USA.	Am J Clin Pathol
32275740	ILROG Emergency Guidelines for Radiation Therapy of Hematological Malignancies During the COVID-19 Pandemic.	Blood
32275667	Will COVID-19 become the next neglected tropical disease?	PLoS Negl Trop Dis
32275643	Predictors for imaging progression on chest CT from coronavirus disease 2019 (COVID-19) patients.	Aging (Albany NY)
32275498	Severe Acute Respiratory Syndrome Coronavirus 2 Infection among Returnees to Japan from Wuhan, China, 2020.	Emerg Infect Dis
32275497	Aerosol and Surface Distribution of Severe Acute Respiratory Syndrome Coronavirus 2 in Hospital Wards, Wuhan, China, 2020.	Emerg Infect Dis
32275485	Telemedicine and the COVID-19 Pandemic, Lessons for the Future.	Telemed J E Health
32275463	Attitudes of Anesthesiology Specialists and Residents toward Patients Infected with the Novel Coronavirus (COVID-19): A National Survey Study.	Surg Infect (Larchmt)
32275452	COVID-19 with Different Severity: A Multi-center Study of Clinical Features.	Am J Respir Crit Care Med
32275347	Myocardial localization of coronavirus in COVID-19 cardiogenic shock.	Eur J Heart Fail
32275319	Clinical Characteristics of Patients Who Died of Coronavirus Disease 2019 in China.	JAMA Netw Open
32275309	Safety Considerations in the Laboratory Testing of Specimens Suspected or Known to Contain the Severe Acute Respiratory Syndrome Coronavirus 2 (SARS-CoV-2).	Lab Med
32275300	Suicide Mortality and Coronavirus Disease 2019-A Perfect Storm?	JAMA Psychiatry
32275299	Public Health Interventions for COVID-19: Emerging Evidence and Implications for an Evolving Public Health Crisis.	JAMA
32275296	Data Error in Viewpoint on COVID-19 in Italy.	JAMA
32275295	Association of Public Health Interventions With the Epidemiology of the COVID-19 Outbreak in Wuhan, China.	JAMA
32275294	Caring for Patients With Cancer During the COVID-19 Outbreak in Italy.	JAMA Oncol
32275293	Seasonal Influenza Activity During the SARS-CoV-2 Outbreak in Japan.	JAMA
32275292	The Mental Health Consequences of COVID-19 and Physical Distancing: The Need for Prevention and Early Intervention.	JAMA Intern Med
32275291	The Spectrum of Neurologic Disease in the Severe Acute Respiratory Syndrome Coronavirus 2 Pandemic Infection: Neurologists Move to the Frontlines.	JAMA Neurol
32275290	King Lear Under COVID-19 Lockdown.	JAMA
32275289	Joint International Collaboration to Combat Mental Health Challenges During the Coronavirus Disease 2019 Pandemic.	JAMA Psychiatry
32275288	Neurologic Manifestations of Hospitalized Patients With Coronavirus Disease 2019 in Wuhan, China.	JAMA Neurol
32275287	COVID-19 in Italy: impact of containment measures and prevalence estimates of infection in the general population.	Acta Biomed
32275264	2019-novel coronavirus survey: knowledge and attitudes of hospital staff of a large Italian teaching hospital.	Acta Biomed
32275261	COVID-19: Hygiene and Public Health to the front.	Acta Biomed
32275260	Protection and disinfection policies against SARS-CoV-2 (COVID-19).	Infez Med
32275259	SARS-CoV-2, SARS-CoV, and MERS-COV: A comparative overview	Infez Med
32275258	Exploring the genetics, ecology of SARS-COV-2 and climatic factors as possible control strategies against COVID-19	Infez Med
32275257	Clinical manifestation, diagnosis, prevention and control of SARS-CoV-2 (COVID-19) during the outbreak period.	Infez Med
32275256	Vademecum for the treatment of people with COVID-19. Edition 2.0, 13 March 2020.	Infez Med
32275255	Genomic Epidemiology and its importance in the study of the COVID-19 pandemic.	Infez Med
32275254	Videoconferences of Infectious Diseases: An educational tool that transcends borders. A useful tool also for the current COVID-19 pandemic.	Infez Med
32275253	SARS-CoV-2 invades the West. How to face a COVID-19 epidemic in Lombardy, Northern Italy?	Infez Med
32275190	Chronic Use of Angiotensin-Converting Enzyme Inhibitors and Angiotensin II Receptor Blockers Is High Among Intensive Care Unit Patients With Non-COVID-19 Sepsis but Carry a Moderately Increased Risk of Death.	Hypertension
32275181	Duration of SARS-CoV-2 viral shedding during COVID-19 infection.	Infect Dis (Lond)
32275178	Harnessing innate immunity to eliminate SARS-CoV-2 and ameliorate COVID-19 disease.	Physiol Genomics
32275128	[Roles of multidisciplinary team (MDT) in diagnosis and treatment of suspected cases of corona virus disease 2019 (COVID-19)].	Zhejiang Da Xue Xue Bao Yi Xue Ban
32275124	Handling and Processing of Blood Specimens from Patients with COVID-19 for Safe Studies on Cell Phenotype and Cytokine Storm.	Cytometry A
32275090	Weathering the pandemic: How the Caribbean Basin can use viral and environmental patterns to predict, prepare and respond to COVID-19.	J Med Virol
32275082	Conjunctiva is not a preferred gateway of entry for SARS-CoV-2 to infect respiratory tract.	J Med Virol
32275081	Evaluate severe acute respiratory syndrome coronavirus 2 infectivity by pseudoviral particles.	J Med Virol
32275079	SARS-CoV-2 may be related to conjunctivitis but not necessarily spread through the conjunctiva SARS-CoV-2 and conjunctiva.	J Med Virol
32275075	Clinical and demographic characteristics of patients dying from COVID-19 in Italy versus China.	J Med Virol
32275074	The clinical feature of silent infections of novel coronavirus infection (COVID-19) in Wenzhou.	J Med Virol
32275073	Response to Ribeiro da Silva et al.,"Role of Nonstructural Proteins in the Pathogenesis of SARS-CoV-2.	J Med Virol
32275072	Vaginal delivery report of a healthy neonate born to a convalescent mother with COVID--19.	J Med Virol
32274988	An Urgent Need for "Common Cold Units" to Study Novel Coronavirus Disease (COVID-19).	Am J Trop Med Hyg
32274985	Novel Coronavirus Disease (COVID-19): The Need for Immunoprevention at Industrial Scale.	Am J Trop Med Hyg
32274964	A review on the cleavage priming of the spike protein on coronavirus by angiotensin-converting enzyme-2 and furin.	J Biomol Struct Dyn
32274917	[Asymptomatic and pre-symptomatic cases of COVID-19 contribution to spreading the epidemic and need for targeted control strategies].	Zhonghua Liu Xing Bing Xue Za Zhi
32274879	Slowdown of urology residents' learning curve during the COVID-19 emergency.	BJU Int
32274872	COVID-19 and the ANZ Journal of Surgery.	ANZ J Surg
32274842	Keeping a cut above the coronavirus disease: surgical perspectives from a public health institution in Singapore during Covid-19.	ANZ J Surg
32274794	Our thanks to ALL healthcare workers on the frontlines caring for our most vulnerable.	Artif Organs
32274787	[COVID-19 Crisis: Early Observations on a Pandemic's Psychiatric Problems].	Dtsch Med Wochenschr
32274774	[Obstetric Anesthesia During the SARS-CoV-2 Pandemic - a Brief Overview of Published Recommendations for Action by National and International Specialist Societies and Committees].	Anasthesiol Intensivmed Notfallmed Schmerzther
